ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list
CR564632755967623168,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR564632755967623168,Text,US,2018-12-12,2018-12-17,CA448876171795365888
CR575415666501222400,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR575415666501222400,Image,US,2019-03-13,2019-03-21,CA208627383568171008
CR82101083001847808,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR82101083001847808,Image,US,2019-03-12,2019-03-21,CA188357886710120448
CR395007386298875904,AR442874212697243648,https://transparencyreport.google.com/political-ads/library/advertiser/AR442874212697243648/creative/CR395007386298875904,Image,US,2019-10-12,2019-10-20,CA257242977385054208
CR84666793385263104,AR443573776970416128,https://transparencyreport.google.com/political-ads/library/advertiser/AR443573776970416128/creative/CR84666793385263104,Video,US,2018-09-06,2018-09-25,CA81429831153090560
CR84965860548018176,AR443573776970416128,https://transparencyreport.google.com/political-ads/library/advertiser/AR443573776970416128/creative/CR84965860548018176,Video,US,2018-09-16,2018-10-10,CA91281455337963520
CR237060204506644480,AR444049865505243136,https://transparencyreport.google.com/political-ads/library/advertiser/AR444049865505243136/creative/CR237060204506644480,Video,US,2018-11-02,2018-11-04,CA384588276675117056
CR75723915560747008,AR444396211667992576,https://transparencyreport.google.com/political-ads/library/advertiser/AR444396211667992576/creative/CR75723915560747008,Video,US,2018-09-26,2018-09-26,CA569285339420557312
CR363761602299691008,AR447862147196649472,https://transparencyreport.google.com/political-ads/library/advertiser/AR447862147196649472/creative/CR363761602299691008,Video,"DK, EU",2019-05-24,2019-06-08,CA275224527984656384
CR190281482302914560,AR450025711202205696,https://transparencyreport.google.com/political-ads/library/advertiser/AR450025711202205696/creative/CR190281482302914560,Text,US,2018-08-26,2018-10-04,CA407298689346830336
CR202477265278205952,AR452277511015890944,https://transparencyreport.google.com/political-ads/library/advertiser/AR452277511015890944/creative/CR202477265278205952,Text,US,2018-06-13,2018-11-06,CA230484025460916224
CR61036089481101312,AR452277511015890944,https://transparencyreport.google.com/political-ads/library/advertiser/AR452277511015890944/creative/CR61036089481101312,Text,US,2018-06-13,2018-10-26,CA345325815958863872
CR454816283364425728,AR454464439643537408,https://transparencyreport.google.com/political-ads/library/advertiser/AR454464439643537408/creative/CR454816283364425728,Text,US,2018-11-01,2018-11-06,CA518570365589389312
CR27784658833899520,AR454529310829576192,https://transparencyreport.google.com/political-ads/library/advertiser/AR454529310829576192/creative/CR27784658833899520,Text,US,2018-10-14,2018-11-04,CA297466273825030144
CR415465861717950464,AR454529310829576192,https://transparencyreport.google.com/political-ads/library/advertiser/AR454529310829576192/creative/CR415465861717950464,Text,US,2018-08-03,2018-08-07,CA59901393481236480
CR455006498876030976,AR455991661294518272,https://transparencyreport.google.com/political-ads/library/advertiser/AR455991661294518272/creative/CR455006498876030976,Text,US,2018-09-23,2018-10-19,CA285277087919505408
CR175894647531372544,AR456734381399080960,https://transparencyreport.google.com/political-ads/library/advertiser/AR456734381399080960/creative/CR175894647531372544,Video,"DE, EU",2019-05-25,2019-05-25,CA26119173595725824
CR542945713743462400,AR456734381399080960,https://transparencyreport.google.com/political-ads/library/advertiser/AR456734381399080960/creative/CR542945713743462400,Text,"DE, EU",2019-05-17,2019-05-24,CA393420928458948608
CR218923485328572416,AR457847362044297216,https://transparencyreport.google.com/political-ads/library/advertiser/AR457847362044297216/creative/CR218923485328572416,Image,"DE, EU",2019-08-19,2019-08-31,CA395641392191242240
CR245877188249780224,AR459032910456946688,https://transparencyreport.google.com/political-ads/library/advertiser/AR459032910456946688/creative/CR245877188249780224,Text,US,2018-08-06,2018-08-14,CA440657872133554176
CR498355844312727552,AR459032910456946688,https://transparencyreport.google.com/political-ads/library/advertiser/AR459032910456946688/creative/CR498355844312727552,Text,US,2018-08-13,2018-08-14,CA440657872133554176
CR130927370734403584,AR459725327904538624,https://transparencyreport.google.com/political-ads/library/advertiser/AR459725327904538624/creative/CR130927370734403584,Text,"DE, EU",2019-07-24,2019-08-21,CA372327347635879936
CR400963303347585024,AR460495260921888768,https://transparencyreport.google.com/political-ads/library/advertiser/AR460495260921888768/creative/CR400963303347585024,Text,US,2018-09-18,2018-11-06,CA504827569753817088
CR105835690754834432,AR464783356270215168,https://transparencyreport.google.com/political-ads/library/advertiser/AR464783356270215168/creative/CR105835690754834432,Text,US,2018-10-16,2018-10-30,CA243614393319817216
CR130804500309999616,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR130804500309999616,Video,US,2018-10-14,2018-10-26,CA255961908899741696
CR210534486486548480,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR210534486486548480,Image,US,2018-08-20,2018-08-30,CA380277091582607360
CR220258567322599424,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR220258567322599424,Image,US,2018-08-20,2018-08-30,CA545489708772229120
CR223269030159450112,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR223269030159450112,Video,US,2018-10-13,2018-10-18,CA108884636498657280
CR248606176109920256,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR248606176109920256,Video,US,2018-10-03,2018-10-16,CA186076949838299136
CR289072602058588160,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR289072602058588160,Video,US,2018-10-20,2018-11-06,CA501328923754233856
CR30120021531295744,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR30120021531295744,Video,US,2018-09-20,2018-10-05,CA466546972921167872
CR305323383917117440,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR305323383917117440,Video,US,2018-10-04,2018-10-20,CA57724360458240000
CR400664236184829952,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR400664236184829952,Video,US,2018-09-24,2018-10-03,CA57724360458240000
CR404202464603013120,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR404202464603013120,Video,US,2018-08-16,2018-08-27,CA486942913616412672
CR433469265111154688,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR433469265111154688,Video,US,2018-10-03,2018-10-20,CA209720847881994240
CR437246087552565248,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR437246087552565248,Video,US,2018-10-27,2018-10-31,CA108884636498657280
CR52877713203003392,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR52877713203003392,Video,US,2018-09-15,2018-10-03,CA250253244528328704
CR66949263015280640,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR66949263015280640,Video,US,2018-10-04,2018-10-20,CA474307325990010880
CR94738319895691264,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR94738319895691264,Text,US,2018-08-29,2018-09-05,CA79116458688249856
CR8009942208348160,AR470412855804428288,https://transparencyreport.google.com/political-ads/library/advertiser/AR470412855804428288/creative/CR8009942208348160,Video,US,2018-11-01,2018-11-06,CA302116108498894848
CR340700170540810240,AR47074490831601664,https://transparencyreport.google.com/political-ads/library/advertiser/AR47074490831601664/creative/CR340700170540810240,Text,US,2018-10-23,2018-11-06,CA315578528869384192
CR76583183897853952,AR47257009761812480,https://transparencyreport.google.com/political-ads/library/advertiser/AR47257009761812480/creative/CR76583183897853952,Video,US,2018-08-31,2018-09-05,CA12125414231113728
CR296016017987993600,AR473443109850578944,https://transparencyreport.google.com/political-ads/library/advertiser/AR473443109850578944/creative/CR296016017987993600,Video,US,2018-10-24,2018-11-06,"CA54326869528412160, CA207400878347386880"
CR500993572707762176,AR473713589711011840,https://transparencyreport.google.com/political-ads/library/advertiser/AR473713589711011840/creative/CR500993572707762176,Text,US,2018-11-06,2018-11-06,CA282983506663964672
CR351466588399992832,AR474006059804000256,https://transparencyreport.google.com/political-ads/library/advertiser/AR474006059804000256/creative/CR351466588399992832,Video,US,2018-10-24,2018-11-04,CA264209345619689472
CR246155089813700608,AR474748779908562944,https://transparencyreport.google.com/political-ads/library/advertiser/AR474748779908562944/creative/CR246155089813700608,Image,"EU, RO",2019-05-11,2019-05-19,CA95359269087477760
CR90437305285738496,AR474748779908562944,https://transparencyreport.google.com/political-ads/library/advertiser/AR474748779908562944/creative/CR90437305285738496,Video,"EU, RO",2019-05-07,2019-05-13,CA362878694462586880
CR14933841806360576,AR478461555797655552,https://transparencyreport.google.com/political-ads/library/advertiser/AR478461555797655552/creative/CR14933841806360576,Image,"ES, EU",2019-05-17,2019-05-24,CA464563728822566912
CR332974177210335232,AR478461555797655552,https://transparencyreport.google.com/political-ads/library/advertiser/AR478461555797655552/creative/CR332974177210335232,Video,"ES, EU",2019-05-15,2019-05-24,CA36721764222369792
CR120131266061271040,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR120131266061271040,Text,US,2019-07-12,2019-07-17,CA61725208393809920
CR138479641227689984,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR138479641227689984,Text,US,2019-03-01,2019-04-23,CA231014539821318144
CR159537762800762880,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159537762800762880,Text,US,2019-07-12,2019-07-17,CA61725208393809920
CR186557161541730304,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR186557161541730304,Text,US,2019-06-14,2019-07-17,CA404418793515778048
CR194420593825677312,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR194420593825677312,Text,US,2019-02-09,2019-02-28,CA301521822464081920
CR202682599074693120,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR202682599074693120,Text,US,2019-07-03,2019-07-08,CA426543166489886720
CR247240857546129408,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR247240857546129408,Text,US,2019-05-02,2019-06-14,CA334787546762444800
CR25183764078395392,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR25183764078395392,Text,US,2019-02-09,2019-02-28,CA501932005882068992
CR274614299031240704,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR274614299031240704,Text,US,2019-05-02,2019-07-29,CA326906247414546432
CR289350228744601600,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR289350228744601600,Text,US,2019-03-01,2019-04-23,CA60581441423015936
