ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list,num_of_days,impressions,spend_range_min_usd,spend_range_max_usd
CR470309776589324288,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR470309776589324288,Text,US,2019-05-02,2019-06-14,CA505924332602523648,44,≤ 10k,100,1000
CR480328801419526144,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR480328801419526144,Text,US,2019-02-09,2019-02-28,CA94356239605039104,20,10k-100k,1000,50000
CR495992031751962624,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR495992031751962624,Video,US,2019-09-30,2019-10-07,CA298801218380103680,8,10k-100k,1000,50000
CR521739707856453632,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR521739707856453632,Text,US,2019-04-23,2019-07-29,CA358804179247955968,98,10k-100k,1000,50000
CR523393373344628736,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR523393373344628736,Text,US,2019-04-23,2019-06-14,CA458446321003528192,53,10k-100k,1000,50000
CR66958883742023680,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR66958883742023680,Text,US,2019-07-03,2019-07-08,CA426543166489886720,6,10k-100k,1000,50000
CR84456924103311360,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR84456924103311360,Video,US,2019-10-17,2019-10-20,CA89637822893391872,4,100k-1M,1000,50000
CR96722113750106112,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR96722113750106112,Text,US,2019-05-02,2019-06-14,CA503672532788838400,44,≤ 10k,100,1000
CR446520605571809280,AR487987174784892928,https://transparencyreport.google.com/political-ads/library/advertiser/AR487987174784892928/creative/CR446520605571809280,Video,"EU, RO",2019-09-29,2019-10-15,CA119798526354915328,17,1M-10M,1000,50000
CR117533394962743296,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR117533394962743296,Video,US,2018-06-11,2019-05-08,CA544038353423564800,266,100k-1M,1000,50000
CR119634011927609344,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR119634011927609344,Video,US,2018-10-31,2019-04-29,CA550617831004176384,132,100k-1M,1000,50000
CR128979311007891456,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR128979311007891456,Video,US,2018-10-03,2019-05-08,CA544038353423564800,161,100k-1M,1000,50000
CR137461768338276352,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR137461768338276352,Image,US,2019-06-24,2019-07-15,CA284059378791743488,22,> 10M,1000,50000
CR142866142866702336,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR142866142866702336,Video,US,2018-06-01,2019-05-09,CA178824571141488640,155,100k-1M,1000,50000
CR146989311470862336,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR146989311470862336,Image,US,2018-10-10,2019-05-11,CA474087423664455680,192,1M-10M,1000,50000
CR150230671749545984,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR150230671749545984,Video,US,2018-10-03,2019-04-24,CA421139341717274624,165,100k-1M,1000,50000
CR150473388941377536,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR150473388941377536,Video,US,2019-07-15,2019-10-20,CA550617831004176384,93,100k-1M,1000,50000
CR154361811813007360,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR154361811813007360,Image,US,2019-05-20,2019-06-15,CA221648624898015232,27,1M-10M,1000,50000
CR155143839458263040,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR155143839458263040,Video,US,2018-10-31,2019-04-24,CA114894567056080896,142,100k-1M,1000,50000
CR157685360585867264,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR157685360585867264,Image,US,2018-10-09,2019-05-11,CA53719939109879808,138,1M-10M,1000,50000
CR16127636556218368,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR16127636556218368,Video,US,2018-07-17,2019-04-24,CA114894567056080896,147,10k-100k,100,1000
CR163877810073501696,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR163877810073501696,Image,US,2018-10-09,2019-05-11,CA135473026681536512,189,1M-10M,1000,50000
CR16454191509667840,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR16454191509667840,Video,US,2018-10-31,2019-05-09,CA17117197021216768,168,100k-1M,1000,50000
CR192148178168971264,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR192148178168971264,Video,US,2019-08-20,2019-09-04,CA429748242884853760,14,10k-100k,100,1000
CR212290406556106752,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR212290406556106752,Video,US,2018-10-31,2019-05-09,CA178824571141488640,157,100k-1M,1000,50000
CR21914641131110400,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR21914641131110400,Image,US,2019-05-20,2019-06-19,CA53719939109879808,31,100k-1M,100,1000
CR222564243206045696,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR222564243206045696,Video,US,2018-10-31,2019-05-09,CA17117197021216768,169,1M-10M,1000,50000
CR232680574815305728,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR232680574815305728,Video,US,2019-08-20,2019-09-04,CA429748242884853760,14,100k-1M,1000,50000
CR24539450264518656,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR24539450264518656,Video,US,2018-10-31,2019-05-09,CA459173647945302016,157,100k-1M,1000,50000
CR246200994424160256,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR246200994424160256,Video,US,2019-01-16,2019-05-09,CA303799460801019904,104,100k-1M,1000,50000
CR257108149771698176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR257108149771698176,Video,US,2019-01-17,2019-02-25,CA1365593441697792,40,100k-1M,100,1000
CR261780524433932288,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR261780524433932288,Video,US,2018-08-03,2019-04-29,CA121051832171626496,215,100k-1M,1000,50000
CR281523355222278144,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR281523355222278144,Video,US,2018-07-17,2019-04-23,CA229736357554028544,159,100k-1M,1000,50000
CR288736151500488704,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR288736151500488704,Video,US,2018-06-11,2019-04-29,CA105641077196718080,251,100k-1M,100,1000
CR291309146148438016,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR291309146148438016,Video,US,2019-09-16,2019-10-20,CA499002357149859840,35,10k-100k,1000,50000
CR291518465674575872,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR291518465674575872,Video,US,2018-10-31,2019-04-09,CA190505782674980864,137,10k-100k,100,1000
CR294676537947455488,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR294676537947455488,Video,US,2019-07-15,2019-10-20,CA178824571141488640,94,100k-1M,1000,50000
CR294943994150912000,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR294943994150912000,Video,US,2018-10-03,2019-05-09,CA196487125930082304,175,100k-1M,1000,50000
CR309815988428210176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR309815988428210176,Video,US,2018-07-25,2019-03-15,CA178824571141488640,74,100k-1M,1000,50000
CR312279031913381888,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR312279031913381888,Video,US,2019-09-16,2019-10-20,CA550617831004176384,35,10k-100k,1000,50000
CR315987272317009920,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR315987272317009920,Image,US,2019-06-24,2019-07-15,CA518323250351046656,22,> 10M,1000,50000
CR318758316496912384,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR318758316496912384,Video,US,2018-10-31,2019-04-29,CA121051832171626496,146,100k-1M,1000,50000
CR31928168403173376,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR31928168403173376,Video,US,2019-01-17,2019-04-29,CA121051832171626496,79,100k-1M,100,1000
CR3261976121704448,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR3261976121704448,Video,US,2019-07-15,2019-10-16,CA17117197021216768,87,100k-1M,1000,50000
CR328552216321327104,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR328552216321327104,Image,US,2019-01-04,2019-05-13,CA501552124614672384,115,1M-10M,1000,50000
CR332402706041798656,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR332402706041798656,Video,US,2018-10-31,2019-04-24,CA114894567056080896,141,100k-1M,1000,50000
CR337803507157434368,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR337803507157434368,Video,US,2018-10-31,2019-05-02,CA530105342076387328,138,100k-1M,1000,50000
CR337924178558582784,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR337924178558582784,Image,US,2019-05-10,2019-05-20,CA221648624898015232,11,1M-10M,1000,50000
CR346441545383149568,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR346441545383149568,Image,US,2019-07-26,2019-09-05,CA33300633792544768,35,1M-10M,1000,50000
CR352318847350472704,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR352318847350472704,Video,US,2019-09-16,2019-10-20,CA550617831004176384,35,100k-1M,1000,50000
CR363205799171850240,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR363205799171850240,Image,US,2019-08-27,2019-10-20,CA569410958624030720,55,1M-10M,1000,50000
CR37640681065283584,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR37640681065283584,Video,US,2018-10-03,2019-04-24,CA551976827376107520,150,100k-1M,1000,50000
CR382364514407940096,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR382364514407940096,Video,US,2018-10-31,2019-04-09,CA190505782674980864,125,100k-1M,1000,50000
CR392434391650926592,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR392434391650926592,Video,US,2018-10-31,2019-05-09,CA178824571141488640,157,1M-10M,1000,50000
CR399195288650121216,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR399195288650121216,Video,US,2018-10-03,2019-03-30,CA190505782674980864,138,100k-1M,1000,50000
CR42167095558930432,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR42167095558930432,Image,US,2019-07-24,2019-07-29,CA284871093250949120,6,100k-1M,1000,50000
CR433291281666408448,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR433291281666408448,Video,US,2019-09-27,2019-10-17,CA550617831004176384,21,100k-1M,1000,50000
CR435985497471320064,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR435985497471320064,Video,US,2018-10-31,2019-03-13,CA190505782674980864,119,100k-1M,1000,50000
CR452778063684435968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR452778063684435968,Image,US,2019-05-20,2019-06-15,CA221648624898015232,27,100k-1M,100,1000
